"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 12 11:16:40 GMT 2024","Mon Feb 12 11:16:52 GMT 2024","12006","","Frontend_UI.LabSelenideTest","","Frontend_UI.LabSelenideTest","LabSelenideCheck","LabSelenideCheck()",""
