"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 12 11:07:06 GMT 2024","Mon Feb 12 11:07:18 GMT 2024","11949","","Frontend_UI.LabSelenideTest","","Frontend_UI.LabSelenideTest","LabSelenideCheck","LabSelenideCheck()",""
