"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 12 11:54:53 GMT 2024","Mon Feb 12 11:54:58 GMT 2024","5265","","Frontend_UI.LabSelenideTest","","Frontend_UI.LabSelenideTest","LabSelenideCheck","LabSelenideCheck()",""
